kode pelanggan,umur,kota,gender,education,keluarga,Pekerjaan,Penanggung,Usaha,punya_produk1,punya_produk2,punya_produk3,punya_produk4,punya_produk5,punya_produk6,jualan,omset,penghasilan,average_sisauang_mingguan_1BT,average_sisauang_mingguan_2BT,average_sisauang_mingguan_3BT,average_sisauang_mingguan_4BT,average_sisauang_mingguan_5BT,average_sisauang_mingguan_6BT,sisauang_akhir_1BT,sisauang_akhir_2BT,sisauang_akhir_3BT,sisauang_akhir_4BT,sisauang_akhir_5BT,sisauang_akhir_6BT,sisauang_tertahan_1BT,sisauang_tertahan_2BT,sisauang_tertahan_3BT,sisauang_tertahan_4BT,sisauang_tertahan_5BT,sisauang_tertahan_6BT,sisauang_tersedia_1BT,sisauang_tersedia_2BT,sisauang_tersedia_3BT,sisauang_tersedia_4BT,sisauang_tersedia_5BT,sisauang_tersedia_6BT,sisa_hutang_1BT,sisa_hutang_2BT,sisa_hutang_3BT,sisa_hutang_4BT,sisa_hutang_5BT,sisa_hutang_6BT,jumlah_pembayaran_hutang_1BT,jumlah_pembayaran_hutang_2BT,jumlah_pembayaran_hutang_3BT,jumlah_pembayaran_hutang_4BT,jumlah_pembayaran_hutang_5BT,jumlah_pembayaran_hutang_6BT,jumlah_pengeluaran_1BT,jumlah_pengeluaran_2BT,jumlah_pengeluaran_3BT,jumlah_pengeluaran_4BT,jumlah_pengeluaran_5BT,jumlah_pengeluaran_6BT,jumlah_pemasukan_1BT,jumlah_pemasukan_2BT,jumlah_pemasukan_3BT,jumlah_pemasukan_4BT,jumlah_pemasukan_5BT,jumlah_pemasukan_6BT,frekuensi_pengeluaran_1BT,frekuensi_pengeluaran_2BT,frekuensi_pengeluaran_3BT,frekuensi_pengeluaran_4BT,frekuensi_pengeluaran_5BT,frekuensi_pengeluaran_6BT,frekuensi_pemasukan_1BT,frekuensi_pemasukan_2BT,frekuensi_pemasukan_3BT,frekuensi_pemasukan_4BT,frekuensi_pemasukan_5BT,frekuensi_pemasukan_6BT,tgl data
RJC0910,30.0,B,F,,B,,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.850323397,0.0,0.0,0.0,0.0,0.0,0.0,10368.03002,10831.29605,10518.86298,12526.96028,9486.723214,10394.37978,10604.42253,11050.33978,9961.484041,13447.52355,9316.422174,10959.2069,320.0,402.0,364.0,402.0,353.0,297.0,180.0,174.0,177.0,169.0,147.0,164.0,04/08/23 14.17
KQZ3169,0.0,F,,,,,,Jasa Kegiatan Lainnya,0.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
DZW4490,3.0,F,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
ACWK992,34.0,B,F,,K,Ibu RT,SUAMI,,1.0,1.0,1.0,0.0,0.0,0.0,PARTNERSHIP,,,4728.449622,2073.544903,1433.003475,1317.899225,1045.714573,361.7473777,3872.653445,3017.325197,3567.725787,1481.070022,2957.282241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3872.653445,3017.325197,3567.725787,1481.070022,2957.282241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87528.83844,64453.45536,57586.41637,88374.01361,56313.98524,46315.04092,86583.87282,63903.05477,59673.07213,87074.41135,64501.22828,45440.14911,981.0,777.0,703.0,899.0,616.0,577.0,101.0,84.0,89.0,113.0,77.0,70.0,04/08/23 14.17
ADIA137,44.0,D,M,,K,Usaha Mandiri,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,316.1428522,9033.106767,7771.699928,6700.356454,6709.741254,6348.229237,318.0183493,314.9860799,10846.44481,6705.958169,6696.657129,6711.489947,0.0,0.0,0.0,0.0,0.0,0.0,318.0183493,314.9860799,10846.44481,6705.958169,6696.657129,6711.489947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9135.081341,0.0,0.0,0.0,0.0,0.0,0.0,2770.593996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,04/08/23 14.17
B841726,35.0,F,M,,K,Militer (POLRI),,,1.0,1.0,1.0,0.0,0.0,1.0,RITEL,,,0.0,0.0,0.0,1233.687028,4341.099001,0.0,1547.710863,0.0,0.0,351.0930343,6568.705942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1547.710863,0.0,0.0,351.0930343,6568.705942,0.0,5527.122891,5640.960208,5753.368954,5864.367126,5973.972371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5088.03937,5063.45831,6683.404809,14891.1198,7343.926153,0.0,7705.75007,5290.131679,5035.638569,7480.382593,15548.76715,0.0,47.0,29.0,36.0,37.0,29.0,0.0,5.0,3.0,4.0,4.0,11.0,0.0,04/08/23 14.17
RFDM961,3.0,F,,,,,,Jasa Kegiatan Lainnya,0.0,0.0,1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
DUA5030,29.0,P,F,,B,Ibu RT,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
RFN7595,38.0,P,M,,B,Usaha Mandiri,,,0.0,0.0,1.0,0.0,0.0,1.0,RITEL,,,20631.25081,16989.64687,19322.93104,30389.19481,20916.42568,16449.65638,13467.69394,17166.4038,15165.64136,17186.81212,47884.75265,14187.2544,12646.76737,12646.76737,12646.76737,12646.76737,12646.76737,12646.76737,0.0,3105.636435,1104.873991,3126.044759,33823.98528,126.4870395,0.0,0.0,0.0,0.0,670.8153121,1713.235588,0.0,0.0,0.0,0.0,0.0,0.0,12548.3279,5408.242337,23862.40537,56757.63927,76592.65031,36291.71436,8849.61804,7409.004781,21841.2346,26059.69875,110290.1486,24514.89454,13.0,15.0,29.0,44.0,62.0,46.0,106.0,167.0,136.0,82.0,109.0,72.0,04/08/23 14.17
SKCI958,46.0,H,F,,J,Usaha Mandiri,,,0.0,1.0,1.0,0.0,0.0,1.0,CHAIN,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8059.917323,8062.764623,8065.611924,8068.459224,8071.306524,8074.153825,0.0,0.0,0.0,0.0,0.0,0.0,591.7034589,1727.897497,1067.188625,2034.678431,1007.789581,621.2475394,864.6196569,1839.997328,1086.773692,2017.376758,1039.482916,561.1591676,184.0,219.0,199.0,207.0,217.0,219.0,51.0,68.0,69.0,69.0,63.0,53.0,04/08/23 14.17
HFY0976,43.0,P,M,,K,Usaha Mandiri,,,1.0,0.0,1.0,1.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
Y117166,63.0,M,F,,J,Usaha Mandiri,,,0.0,0.0,1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50552.14911,51857.22469,53149.44151,54428.92618,55695.80413,56950.19966,439.438203,439.438203,439.438203,439.438203,439.438203,439.438203,442.9962739,442.9899466,444.0301603,444.2208943,442.7661699,443.148833,413.9817913,413.9883999,484.2697553,413.9743391,414.0312148,414.0461192,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
BCZ9670,43.0,R,M,,K,Usaha Mandiri,,,0.0,0.0,1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
AIS5981,53.0,L,M,,K,Karyawan,,,1.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.402081,0.0,0.0,0.0,0.0,0.0,1971.726589,0.0,0.0,0.0,0.0,10.0,19.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,04/08/23 14.17
CH89126,3.0,K,,,,,,Jasa Pendidikan Lainnya,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
SBQHU87,46.0,P,M,,K,Usaha Mandiri,,,0.0,1.0,1.0,0.0,0.0,1.0,,,,0.0,161.1322659,28216.85083,0.0,0.0,0.0,0.0,0.0,17776.98003,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17073.94291,0.0,0.0,0.0,71174.58268,71789.74016,72404.89764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19148.75267,58142.20782,0.0,0.0,0.0,0.0,1.595753656,77333.18785,0.0,0.0,0.0,2.0,13.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,04/08/23 14.17
SCSO165,37.0,R,M,,K,Usaha Mandiri,,,0.0,1.0,1.0,0.0,1.0,1.0,RITEL,,,1536.065026,3449.607632,4497.222052,5413.535018,0.0,0.0,1249.708661,0.0,7348.554978,5281.062148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1249.708661,0.0,7348.554978,5281.062148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43963.09477,29906.24255,36041.57839,8414.360939,0.0,0.0,43789.39918,21890.50548,38109.07122,15104.04542,0.0,0.0,364.0,364.0,354.0,102.0,0.0,0.0,54.0,49.0,40.0,7.0,0.0,0.0,04/08/23 14.17
NEH7098,36.0,B,M,,K,Usaha Mandiri,,,0.0,1.0,1.0,0.0,0.0,1.0,,,,906.8992168,1010.30901,1135.266186,296.0183535,310.2089904,311.8423882,497.2532902,0.0,0.0,418.5513217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.7774747,0.0,0.0,142.5108268,0.0,0.0,6433.31489,6664.653473,6894.719066,7123.51863,7351.059125,7577.347511,0.0,0.0,0.0,0.0,0.0,0.0,36049.13694,39808.69256,45523.58024,41026.58552,33716.0877,33092.29567,36628.38259,39986.80645,44582.81784,41929.86706,32389.54584,33220.11333,672.0,716.0,601.0,672.0,645.0,577.0,343.0,397.0,379.0,417.0,372.0,459.0,04/08/23 14.17
SDHBH18,58.0,E,F,,K,Ibu RT,DR SUAMI,,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,04/08/23 14.17
WS34505,36.0,F,F,,K,Usaha Mandiri,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,0.0,0.0,584.7662971,569.3018047,0.0,1493.562901,0.0,256.6430681,0.0,327.7265045,0.0,1521.843265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1521.843265,1684.436445,1824.04626,1962.961474,2101.185602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7117.327897,2943.309111,10684.82501,10602.1226,10254.41964,13371.34906,5627.06707,4065.269896,9491.780793,12335.04415,7327.381327,13284.90347,122.0,107.0,107.0,152.0,80.0,108.0,19.0,14.0,17.0,16.0,14.0,27.0,04/08/23 14.17
FE36254,43.0,L,F,,B,Akunting / Keuangan,,,0.0,0.0,1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26428.20332,26426.44573,26707.48481,26707.48481,26707.48481,26707.48481,26707.48481,26707.48481,26707.48481,26707.48481,26707.48481,26707.48481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,16.0,16.0,31.0,31.0,7.0,4.0,9.0,12.0,14.0,19.0,04/08/23 14.17
HGM9083,52.0,K,M,,K,Usaha Mandiri,,,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
DOT7278,45.0,I,F,,K,Usaha Mandiri,,,0.0,0.0,1.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.2890889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.84926884,0.0,174.0152559,1.867547807,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,04/08/23 14.17
LM91505,57.0,H,M,,K,Usaha Mandiri,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,04/08/23 14.17
RALR520,36.0,K,M,,K,Usaha Mandiri,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
SABIF39,45.0,J,F,,K,Karyawan Usaha Negara,SUAMI,,0.0,1.0,1.0,0.0,1.0,0.0,,,,42656.70018,37784.65314,33257.15958,27487.73443,25646.15888,23610.60626,34921.7668,41341.74613,35633.23137,29216.84301,26179.74648,24168.64672,0.0,0.0,0.0,0.0,5616.371204,5616.371204,20861.0244,27281.00373,21572.48896,15156.1006,5088.632874,3077.533113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10581.12837,358.9592238,0.0,0.0,0.0,6326.980385,4161.149044,6067.473988,5338.703107,2608.737837,1116.692843,8112.937711,12.0,10.0,9.0,12.0,14.0,17.0,14.0,12.0,3.0,9.0,4.0,6.0,04/08/23 14.17
GF20742,67.0,R,F,,J,Usaha Mandiri,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
KQF6769,1.0,H,,,,,,Jasa Akomodasi Lainnya,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
M200813,56.0,H,M,,K,Usaha Mandiri,,,1.0,1.0,1.0,1.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
EBG3098,46.0,D,F,,K,Usaha Mandiri,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
SBTRM97,6.0,E,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,RITEL,,,0.0,4125.532387,0.0,0.0,0.0,0.0,51.90066085,21.15614454,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.89855174,21.15403543,0.0,0.0,0.0,0.0,139193.4241,139193.4241,0.0,0.0,0.0,0.0,139193.4241,139193.4241,0.0,0.0,0.0,0.0,102.2302447,141992.1602,0.0,0.0,0.0,0.0,132.974761,78397.85904,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,04/08/23 14.17
AAH3301,48.0,R,F,,K,Usaha Mandiri,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,400.4055146,0.0,0.0,0.0,0.0,0.0,482.5179556,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.5179556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
H673464,51.0,K,F,,K,ASN,,,1.0,1.0,1.0,0.0,1.0,0.0,,,,697.531624,553.3666381,0.0,0.0,0.0,0.0,0.0,1854.373355,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1854.373355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2398.506116,0.0,0.0,0.0,0.0,582.2869094,0.0,1610.43743,0.0,0.0,0.0,699.8574944,5.0,0.0,0.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
HPB9467,52.0,L,F,,K,Karyawan,,,0.0,0.0,1.0,0.0,0.0,0.0,RITEL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
JK10452,55.0,B,M,,K,Usaha Mandiri,,,1.0,0.0,1.0,0.0,0.0,0.0,RITEL,,,3655.898086,130.4706946,0.0,519.7990333,0.0,206.5847778,0.0,2297.146161,0.0,854.1071007,1180.981116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2297.146161,0.0,854.1071007,1180.981116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18788.299,4569.860827,2518.66894,1313.466676,1316.180723,1876.889975,16668.79696,8212.076139,319.4926884,1001.709716,3902.52784,232.2347441,273.0,95.0,13.0,12.0,25.0,29.0,309.0,189.0,99.0,138.0,141.0,68.0,04/08/23 14.17
SBFAN72,20.0,H,F,,B,Usaha Mandiri,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389985.5559,343327.5257,416738.8527,211140.3346,80894.73875,66800.98875,390163.6996,343859.0231,416735.1012,211150.8903,80904.64096,66799.96365,21.0,23.0,27.0,15.0,9.0,10.0,86.0,78.0,89.0,47.0,16.0,14.0,04/08/23 14.17
ACRW172,36.0,L,F,,K,,DARI SUAMI,,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1058.967309,0.0,0.0,0.0,0.0,0.0,696.03009,2.0,0.0,0.0,13.0,1.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,04/08/23 14.17
FB47876,34.0,R,F,,K,Usaha Mandiri,,,1.0,1.0,1.0,0.0,0.0,1.0,RITEL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929.503937,929.503937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17
DAC0852,27.0,G,F,,B,Usaha Mandiri,,,0.0,1.0,1.0,0.0,0.0,1.0,,,,0.0,1168.260527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22566.75787,23192.29921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2719.467098,36618.19388,0.0,0.0,0.0,0.0,2147.495782,37219.32712,0.0,0.0,0.0,0.0,29.0,64.0,0.0,0.0,0.0,0.0,22.0,19.0,0.0,0.0,0.0,0.0,04/08/23 14.17
EBG7439,34.0,L,F,,K,,DARI SUAMI,,0.0,0.0,1.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.176603,1070.048088,1116.919573,1163.791057,1210.662542,1257.534027,0.0,0.0,0.0,0.0,0.0,0.0,421.454162,1630.219207,0.0,0.0,0.0,758.1034871,469.6354753,1696.676673,0.0,0.0,0.0,555.5774044,102.0,102.0,91.0,72.0,81.0,79.0,55.0,44.0,44.0,34.0,35.0,37.0,04/08/23 14.17
